Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
2024-10-10,10:00:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.51,USD,1.59,lb,,1.0,12,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-09,21:23:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,26.69,USD,5.93,lb,,1.0,37,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-09,21:22:04,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,5.72,USD,5.81,lb,,1.0,15,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-10-09,21:21:03,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,7.28,USD,7.39,lb,,1.0,29,Pasta,Starch,Presented - Not Sold,Pizza and Pasta,Compost,2in Full,Pre-Consumer,FSW,,0,
2024-10-09,21:19:34,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.49,USD,3.27,lb,,1.0,15,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,2in Saucepan,Pre-Consumer,FSW,,0,
2024-10-09,21:18:53,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.00,USD,1.56,lb,,1.0,52,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Casserole,Pre-Consumer,FSW,,0,
2024-10-09,21:17:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.00,USD,3.93,lb,,1.0,17,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,4in Saucepan,Pre-Consumer,FSW,,0,
2024-10-09,17:43:22,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.90,USD,4.97,lb,,1.0,23,Pasta,Starch,Overproduction,Pasta Station,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Cook,,0,
2024-10-09,10:20:46,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.17,USD,0.32,lb,,1.0,15,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-09,10:19:59,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.09,USD,3.26,lb,,1.0,17,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-09,10:18:54,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.05,USD,2.06,lb,,1.0,14,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Student,,0,
2024-10-09,10:18:12,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.29,USD,1.70,lb,,1.0,18,Vegetables,Fruit-Vegetable,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-09,10:17:06,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,1.73,USD,1.82,lb,,1.0,24,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Student,,0,
2024-10-08,21:12:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,34.22,USD,7.13,lb,,1.0,27,Chicken - Boneless,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,21:11:55,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,11.90,USD,4.76,lb,,1.0,21,Casserole,Mixed Foods,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,21:10:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,19.50,USD,7.80,lb,,1.0,80,Casserole,Mixed Foods,Presented - Not Sold,Center Plate,Compost,Round Bowl - Medium,Pre-Consumer,FSW,,0,
2024-10-08,10:24:48,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.76,USD,2.90,lb,,1.0,14,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:24:07,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.30,USD,0.51,lb,,1.0,12,Alternative Meat,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:23:00,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,6.31,USD,3.38,lb,,1.0,12,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:22:17,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.31,USD,0.60,lb,,1.0,18,Potatoes,Starch,Presented - Not Sold,Center Plate,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:21:35,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,0.40,USD,0.62,lb,,1.0,14,Beans,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (2.5-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:20:28,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,4.87,USD,2.61,lb,,1.0,22,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:18:49,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.41,USD,3.59,lb,,1.0,12,Rice,Starch,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,10:14:36,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.12,USD,0.58,lb,,1.0,14,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,09:43:09,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,10.03,USD,5.37,lb,,1.0,17,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,09:42:02,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,2.05,USD,1.10,lb,,1.0,14,Eggs,Dairy & Eggs,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
2024-10-08,09:41:14,University of California - Berkeley,Cafe 3,,Cafe 3 - LC0456,US,NORAM,College/University,3.21,USD,0.88,lb,,1.0,20,Turkey,Meat-Protein,Presented - Not Sold,Center Plate,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,FSW,,0,
